Input,Target
"Wendy: ""You think I need your help?!"" | David: ""Well, I am answering an ad in the paper."" | Wendy: ""Well David, I am looking for a partner. Someone who believes in my store.""","David: ""Well, I can say with complete certainty that I see literally nothing but potential. In your store, you know? Is the floor overcrowded? Yeah. Are the mannequins a little too busty? Does it smell like urinal cakes in here?"""
"David: ""Well, I am answering an ad in the paper."" | Wendy: ""Well David, I am looking for a partner. Someone who believes in my store."" | David: ""Well, I can say with complete certainty that I see literally nothing but potential. In your store, you know? Is the floor overcrowded? Yeah. Are the mannequins a little too busty? Does it smell like urinal cakes in here?""","Wendy: ""Well, this is all very constructive, and it's clear you have some strong ideas. Here's the issue It seems as though you have trouble filtering negative thoughts. So I don't know if I can trust you to represent the ""Blouse Barn."""""
"Wendy: ""Well David, I am looking for a partner. Someone who believes in my store."" | David: ""Well, I can say with complete certainty that I see literally nothing but potential. In your store, you know? Is the floor overcrowded? Yeah. Are the mannequins a little too busty? Does it smell like urinal cakes in here?"" | Wendy: ""Well, this is all very constructive, and it's clear you have some strong ideas. Here's the issue It seems as though you have trouble filtering negative thoughts. So I don't know if I can trust you to represent the ""Blouse Barn.""""","David: ""Okay, well, this has been a treat. Thank you so much."""
"David: ""Well, I can say with complete certainty that I see literally nothing but potential. In your store, you know? Is the floor overcrowded? Yeah. Are the mannequins a little too busty? Does it smell like urinal cakes in here?"" | Wendy: ""Well, this is all very constructive, and it's clear you have some strong ideas. Here's the issue It seems as though you have trouble filtering negative thoughts. So I don't know if I can trust you to represent the ""Blouse Barn."""" | David: ""Okay, well, this has been a treat. Thank you so much.""","Wendy: ""I'll need to see you on the floor, working with customers."""
"Wendy: ""Well, this is all very constructive, and it's clear you have some strong ideas. Here's the issue It seems as though you have trouble filtering negative thoughts. So I don't know if I can trust you to represent the ""Blouse Barn."""" | David: ""Okay, well, this has been a treat. Thank you so much."" | Wendy: ""I'll need to see you on the floor, working with customers.""","David: ""Okay!"""
"Johnny: ""Can I help you?""","baker: ""Bob want us to meet."""
"Johnny: ""Can I help you?"" | baker: ""Bob want us to meet.""","Johnny: ""Bob wants us to meet?!"""
"Johnny: ""Can I help you?"" | baker: ""Bob want us to meet."" | Johnny: ""Bob wants us to meet?!""","baker: ""Yeah, may I sit?"""
"baker: ""Bob want us to meet."" | Johnny: ""Bob wants us to meet?!"" | baker: ""Yeah, may I sit?""","Johnny: ""No.no."""
"Johnny: ""Bob wants us to meet?!"" | baker: ""Yeah, may I sit?"" | Johnny: ""No.no.""","Bob: ""Laughs Hey there, Johnny."""
"baker: ""Yeah, may I sit?"" | Johnny: ""No.no."" | Bob: ""Laughs Hey there, Johnny.""","Johnny: ""Well... sure, sit. Sit down."""
"Johnny: ""No.no."" | Bob: ""Laughs Hey there, Johnny."" | Johnny: ""Well... sure, sit. Sit down.""","Bob: ""Ivan would like to help with the uh, bagel idea."""
"Bob: ""Laughs Hey there, Johnny."" | Johnny: ""Well... sure, sit. Sit down."" | Bob: ""Ivan would like to help with the uh, bagel idea.""","Johnny: ""Well, there's no bagel I mean, you know, Bob, I already told you... """
"Johnny: ""Well... sure, sit. Sit down."" | Bob: ""Ivan would like to help with the uh, bagel idea."" | Johnny: ""Well, there's no bagel I mean, you know, Bob, I already told you... ""","baker: ""I got some brick."""""
"Bob: ""Ivan would like to help with the uh, bagel idea."" | Johnny: ""Well, there's no bagel I mean, you know, Bob, I already told you... "" | baker: ""I got some brick.""""","Johnny: ""You've got bricks? What bricks?"""
"Johnny: ""Well, there's no bagel I mean, you know, Bob, I already told you... "" | baker: ""I got some brick."""" | Johnny: ""You've got bricks? What bricks?""","Bob: ""Ivan works down at the quarry, he's got a whole truck filled with bricks."""
"baker: ""I got some brick."""" | Johnny: ""You've got bricks? What bricks?"" | Bob: ""Ivan works down at the quarry, he's got a whole truck filled with bricks.""","Johnny: ""Bob, you know, this bagel shop idea was just an idea. You know, it's not even an idea, it's just an illustration of a theoretical idea."""
"Johnny: ""You've got bricks? What bricks?"" | Bob: ""Ivan works down at the quarry, he's got a whole truck filled with bricks."" | Johnny: ""Bob, you know, this bagel shop idea was just an idea. You know, it's not even an idea, it's just an illustration of a theoretical idea.""","Bob: ""Well, that may be, but do you know how much a bagel oven costs? And Ivan here, he's willing to do it for free."""
"Bob: ""Ivan works down at the quarry, he's got a whole truck filled with bricks."" | Johnny: ""Bob, you know, this bagel shop idea was just an idea. You know, it's not even an idea, it's just an illustration of a theoretical idea."" | Bob: ""Well, that may be, but do you know how much a bagel oven costs? And Ivan here, he's willing to do it for free.""","baker: ""As long as I get to..."""
"Johnny: ""Bob, you know, this bagel shop idea was just an idea. You know, it's not even an idea, it's just an illustration of a theoretical idea."" | Bob: ""Well, that may be, but do you know how much a bagel oven costs? And Ivan here, he's willing to do it for free."" | baker: ""As long as I get to...""","Bob: ""As long as he gets to make the bagels."""
"Bob: ""Well, that may be, but do you know how much a bagel oven costs? And Ivan here, he's willing to do it for free."" | baker: ""As long as I get to..."" | Bob: ""As long as he gets to make the bagels.""","Johnny: ""Wow, well, no one is making any bagels."""
"baker: ""As long as I get to..."" | Bob: ""As long as he gets to make the bagels."" | Johnny: ""Wow, well, no one is making any bagels.""","baker: ""You want me to start unloading?"""
"Bob: ""As long as he gets to make the bagels."" | Johnny: ""Wow, well, no one is making any bagels."" | baker: ""You want me to start unloading?""","Johnny: ""Ivan, would you excuse us for a minute? I just wanna have a word with Bob."""
"Johnny: ""Wow, well, no one is making any bagels."" | baker: ""You want me to start unloading?"" | Johnny: ""Ivan, would you excuse us for a minute? I just wanna have a word with Bob.""","baker: ""-sure!"""
"baker: ""You want me to start unloading?"" | Johnny: ""Ivan, would you excuse us for a minute? I just wanna have a word with Bob."" | baker: ""-sure!""","Johnny: ""Could you stand, and excuse us?"""
"Johnny: ""Ivan, would you excuse us for a minute? I just wanna have a word with Bob."" | baker: ""-sure!"" | Johnny: ""Could you stand, and excuse us?""","baker: ""All right, oh, okay."""
"baker: ""-sure!"" | Johnny: ""Could you stand, and excuse us?"" | baker: ""All right, oh, okay.""","Bob: ""I'll meet you out there in a minute."""
"Johnny: ""Could you stand, and excuse us?"" | baker: ""All right, oh, okay."" | Bob: ""I'll meet you out there in a minute.""","Johnny: ""Bob, you know, we are... so f... We are so far from even remotely having a conversation about this... You know, business."""
"baker: ""All right, oh, okay."" | Bob: ""I'll meet you out there in a minute."" | Johnny: ""Bob, you know, we are... so f... We are so far from even remotely having a conversation about this... You know, business.""","Bob: ""You said you started Rose Video with 2,000 bucks and a dream."""
"Bob: ""I'll meet you out there in a minute."" | Johnny: ""Bob, you know, we are... so f... We are so far from even remotely having a conversation about this... You know, business."" | Bob: ""You said you started Rose Video with 2,000 bucks and a dream.""","Johnny: ""I-Bob, you-you don't have to..."""
"Johnny: ""Bob, you know, we are... so f... We are so far from even remotely having a conversation about this... You know, business."" | Bob: ""You said you started Rose Video with 2,000 bucks and a dream."" | Johnny: ""I-Bob, you-you don't have to...""","Bob: ""Let's turn this dream... Into green!"""
"Bob: ""You said you started Rose Video with 2,000 bucks and a dream."" | Johnny: ""I-Bob, you-you don't have to..."" | Bob: ""Let's turn this dream... Into green!""","Johnny: ""Bob, I don't want your check."""
"customer: ""Do you think I should get it?""","David: ""Mm! That's a question."""
"customer: ""Do you think I should get it?"" | David: ""Mm! That's a question.""","customer: ""You don't like it."""
"customer: ""Do you think I should get it?"" | David: ""Mm! That's a question."" | customer: ""You don't like it.""","David: ""I never said that. I never said that, I feel... You know, in France, they say the looser the fit, the sexier the feel, so..."""
"David: ""Mm! That's a question."" | customer: ""You don't like it."" | David: ""I never said that. I never said that, I feel... You know, in France, they say the looser the fit, the sexier the feel, so...""","customer: ""I've never been to France."""
"customer: ""You don't like it."" | David: ""I never said that. I never said that, I feel... You know, in France, they say the looser the fit, the sexier the feel, so..."" | customer: ""I've never been to France.""","David: ""Okay, what if I pulled a few other options, and um, see what happens? I'll be right back."""
"Stevie: ""Hi! How much longer do you expect me to wait in the car like some hired chauffeur?!""","David: ""Um, yeah, I'm gonna need you to do something for me."""
"Stevie: ""Hi! How much longer do you expect me to wait in the car like some hired chauffeur?!"" | David: ""Um, yeah, I'm gonna need you to do something for me.""","Stevie: ""Like drive home without you?"""
"Stevie: ""Hi! How much longer do you expect me to wait in the car like some hired chauffeur?!"" | David: ""Um, yeah, I'm gonna need you to do something for me."" | Stevie: ""Like drive home without you?""","David: ""Uh no, Wendy has got me on a bit of a trial run with the customers, and I'm gonna need you to help me out by looking like you're enjoying this conversation a little more than you are, um, I'm gonna need you to buy a couple blouses from me."""
"David: ""Um, yeah, I'm gonna need you to do something for me."" | Stevie: ""Like drive home without you?"" | David: ""Uh no, Wendy has got me on a bit of a trial run with the customers, and I'm gonna need you to help me out by looking like you're enjoying this conversation a little more than you are, um, I'm gonna need you to buy a couple blouses from me.""","Stevie: ""WHat about this blouse?"""
"Stevie: ""Like drive home without you?"" | David: ""Uh no, Wendy has got me on a bit of a trial run with the customers, and I'm gonna need you to help me out by looking like you're enjoying this conversation a little more than you are, um, I'm gonna need you to buy a couple blouses from me."" | Stevie: ""WHat about this blouse?""","David: ""Well, that's not an option."""
"David: ""Uh no, Wendy has got me on a bit of a trial run with the customers, and I'm gonna need you to help me out by looking like you're enjoying this conversation a little more than you are, um, I'm gonna need you to buy a couple blouses from me."" | Stevie: ""WHat about this blouse?"" | David: ""Well, that's not an option.""","Stevie: ""But I have my sister's communion this weekend."""
"Stevie: ""WHat about this blouse?"" | David: ""Well, that's not an option."" | Stevie: ""But I have my sister's communion this weekend.""","David: ""Okay, don't do that."""
"David: ""Well, that's not an option."" | Stevie: ""But I have my sister's communion this weekend."" | David: ""Okay, don't do that.""","Stevie: ""Do you not like it? 
David,Don't"" This is gonna be a smash at my husband's trial hearing. He's got good taste."""
"Stevie: ""But I have my sister's communion this weekend."" | David: ""Okay, don't do that."" | Stevie: ""Do you not like it? 
David,Don't"" This is gonna be a smash at my husband's trial hearing. He's got good taste.""","David: ""Okay, so I've pulled a few options. Or we can go with what we have."""
"Moira: ""Alexis The woman at the general store said a girl in Elmdale recently contracted avian flu. So I got you a bit of everything. Oh... I see you're already being taken care of. I didn't realize you were feeling well enough for company.""","Mutt: ""I just brought over a few things to help break the fever."""
"Moira: ""Alexis The woman at the general store said a girl in Elmdale recently contracted avian flu. So I got you a bit of everything. Oh... I see you're already being taken care of. I didn't realize you were feeling well enough for company."" | Mutt: ""I just brought over a few things to help break the fever.""","Alexis: ""And it's really helping, thank you."""
"Moira: ""Alexis The woman at the general store said a girl in Elmdale recently contracted avian flu. So I got you a bit of everything. Oh... I see you're already being taken care of. I didn't realize you were feeling well enough for company."" | Mutt: ""I just brought over a few things to help break the fever."" | Alexis: ""And it's really helping, thank you.""","Moira: ""No, I-I'm relieved that Alexis has someone with such natural care-giving tendencies. Had I known your spirits were so high, I might not have spent the last 45 minutes of my life running around buying cold medication."""
"Mutt: ""I just brought over a few things to help break the fever."" | Alexis: ""And it's really helping, thank you."" | Moira: ""No, I-I'm relieved that Alexis has someone with such natural care-giving tendencies. Had I known your spirits were so high, I might not have spent the last 45 minutes of my life running around buying cold medication.""","Alexis: ""I didn't ask you to go buy cold medication. When have you ever bought me cold medication?!"""
"Alexis: ""And it's really helping, thank you."" | Moira: ""No, I-I'm relieved that Alexis has someone with such natural care-giving tendencies. Had I known your spirits were so high, I might not have spent the last 45 minutes of my life running around buying cold medication."" | Alexis: ""I didn't ask you to go buy cold medication. When have you ever bought me cold medication?!""","Moira: ""Exactly, I knew it didn't feel right."""
"Moira: ""No, I-I'm relieved that Alexis has someone with such natural care-giving tendencies. Had I known your spirits were so high, I might not have spent the last 45 minutes of my life running around buying cold medication."" | Alexis: ""I didn't ask you to go buy cold medication. When have you ever bought me cold medication?!"" | Moira: ""Exactly, I knew it didn't feel right.""","Mutt: ""I think you're in good hands now, babe."""
"Alexis: ""I didn't ask you to go buy cold medication. When have you ever bought me cold medication?!"" | Moira: ""Exactly, I knew it didn't feel right."" | Mutt: ""I think you're in good hands now, babe.""","Moira: ""Oh dear, are we sure this isn't just mono again? What with your symptoms, and your lifestyle?"""
"Moira: ""Exactly, I knew it didn't feel right."" | Mutt: ""I think you're in good hands now, babe."" | Moira: ""Oh dear, are we sure this isn't just mono again? What with your symptoms, and your lifestyle?""","Mutt: ""Mrs. Rose, I don't have mono."""
"Mutt: ""I think you're in good hands now, babe."" | Moira: ""Oh dear, are we sure this isn't just mono again? What with your symptoms, and your lifestyle?"" | Mutt: ""Mrs. Rose, I don't have mono.""","Moira: ""Oh no offense dear, could be others."""
"Moira: ""Oh dear, are we sure this isn't just mono again? What with your symptoms, and your lifestyle?"" | Mutt: ""Mrs. Rose, I don't have mono."" | Moira: ""Oh no offense dear, could be others.""","Mutt: ""Get some rest ALexis"""
"Mutt: ""Mrs. Rose, I don't have mono."" | Moira: ""Oh no offense dear, could be others."" | Mutt: ""Get some rest ALexis""","Alexis: ""BYE Weren't you supposed to be at choir practice mom?"""
"Moira: ""Oh no offense dear, could be others."" | Mutt: ""Get some rest ALexis"" | Alexis: ""BYE Weren't you supposed to be at choir practice mom?""","Moira: ""I supposed to be there over an hour ago."""
"Mutt: ""Get some rest ALexis"" | Alexis: ""BYE Weren't you supposed to be at choir practice mom?"" | Moira: ""I supposed to be there over an hour ago.""","Alexis: ""So why aren't you?"""
"Alexis: ""BYE Weren't you supposed to be at choir practice mom?"" | Moira: ""I supposed to be there over an hour ago."" | Alexis: ""So why aren't you?""","Moira: ""Because I kept picturing you diseased and all alone."""
"Moira: ""I supposed to be there over an hour ago."" | Alexis: ""So why aren't you?"" | Moira: ""Because I kept picturing you diseased and all alone.""","Alexis: ""That's never stopped you before."""
"Alexis: ""So why aren't you?"" | Moira: ""Because I kept picturing you diseased and all alone."" | Alexis: ""That's never stopped you before.""","Moira: ""I know! What the hell is going on, Alexis! I'm feeling something. Something debilitating! You're the ill one, but I'm... I'm feeling this..."""
"Moira: ""Because I kept picturing you diseased and all alone."" | Alexis: ""That's never stopped you before."" | Moira: ""I know! What the hell is going on, Alexis! I'm feeling something. Something debilitating! You're the ill one, but I'm... I'm feeling this...""","Alexis: ""Maternal instinct maybe?"""
"Alexis: ""That's never stopped you before."" | Moira: ""I know! What the hell is going on, Alexis! I'm feeling something. Something debilitating! You're the ill one, but I'm... I'm feeling this..."" | Alexis: ""Maternal instinct maybe?""","Moira: ""No, that's not it."""
"Moira: ""I know! What the hell is going on, Alexis! I'm feeling something. Something debilitating! You're the ill one, but I'm... I'm feeling this..."" | Alexis: ""Maternal instinct maybe?"" | Moira: ""No, that's not it.""","Alexis: ""Maybe"""
"Roland: ""Have I offended you in some way, Johnny?""","Johnny: ""Maybe"""
"Roland: ""Have I offended you in some way, Johnny?"" | Johnny: ""Maybe""","Roland: ""I'm just wondering at what point you decided to cut me out. Well, I assumed I would be consulted before we made any major decisions about the bagel business."""
"Roland: ""Have I offended you in some way, Johnny?"" | Johnny: ""Maybe"" | Roland: ""I'm just wondering at what point you decided to cut me out. Well, I assumed I would be consulted before we made any major decisions about the bagel business.""","Johnny: ""What decisions?"""
"Johnny: ""Maybe"" | Roland: ""I'm just wondering at what point you decided to cut me out. Well, I assumed I would be consulted before we made any major decisions about the bagel business."" | Johnny: ""What decisions?""","Roland: ""Well, hiring Ivan for one thing, I don't have good feeling about that guy. I think he's ex-KGB."""
"Roland: ""I'm just wondering at what point you decided to cut me out. Well, I assumed I would be consulted before we made any major decisions about the bagel business."" | Johnny: ""What decisions?"" | Roland: ""Well, hiring Ivan for one thing, I don't have good feeling about that guy. I think he's ex-KGB.""","Johnny: ""Roland, there is no bagel business! Okay, it was just a stupid idea I made up because you were right."""
"Johnny: ""What decisions?"" | Roland: ""Well, hiring Ivan for one thing, I don't have good feeling about that guy. I think he's ex-KGB."" | Johnny: ""Roland, there is no bagel business! Okay, it was just a stupid idea I made up because you were right.""","Roland: ""Well, I know that!"""
"Roland: ""Well, hiring Ivan for one thing, I don't have good feeling about that guy. I think he's ex-KGB."" | Johnny: ""Roland, there is no bagel business! Okay, it was just a stupid idea I made up because you were right."" | Roland: ""Well, I know that!""","Johnny: ""About me not doing anything. It's tough enough coming up with a business idea, let alone a money making idea in a town this small, and I was you know, putting a lot of pressure on myself. Maybe too much pressure. And I've been doing nothing but... treading water. So I... started rambling about bagels this morning."""
"Johnny: ""Roland, there is no bagel business! Okay, it was just a stupid idea I made up because you were right."" | Roland: ""Well, I know that!"" | Johnny: ""About me not doing anything. It's tough enough coming up with a business idea, let alone a money making idea in a town this small, and I was you know, putting a lot of pressure on myself. Maybe too much pressure. And I've been doing nothing but... treading water. So I... started rambling about bagels this morning.""","Bob: ""Look at this, the brain trust! So I was thinking, and uh, I'm not married to it, but uh...Bob's Bagels"""
"Roland: ""Well, I know that!"" | Johnny: ""About me not doing anything. It's tough enough coming up with a business idea, let alone a money making idea in a town this small, and I was you know, putting a lot of pressure on myself. Maybe too much pressure. And I've been doing nothing but... treading water. So I... started rambling about bagels this morning."" | Bob: ""Look at this, the brain trust! So I was thinking, and uh, I'm not married to it, but uh...Bob's Bagels""","Roland: ""Johnny, I think you have something you'd like to say to Bob."""
"Johnny: ""About me not doing anything. It's tough enough coming up with a business idea, let alone a money making idea in a town this small, and I was you know, putting a lot of pressure on myself. Maybe too much pressure. And I've been doing nothing but... treading water. So I... started rambling about bagels this morning."" | Bob: ""Look at this, the brain trust! So I was thinking, and uh, I'm not married to it, but uh...Bob's Bagels"" | Roland: ""Johnny, I think you have something you'd like to say to Bob.""","Bob: ""You don't wanna use the name Bob? Oh, I get it, go with something a little more old testament?"""
"Bob: ""Look at this, the brain trust! So I was thinking, and uh, I'm not married to it, but uh...Bob's Bagels"" | Roland: ""Johnny, I think you have something you'd like to say to Bob."" | Bob: ""You don't wanna use the name Bob? Oh, I get it, go with something a little more old testament?""","Johnny: ""Bob that's not it, no. See, there won't be a bagel shop. 'Cause I've looked into it, and it's not feasible. And there already is a bagel shop in Elmdale."""
"Roland: ""Johnny, I think you have something you'd like to say to Bob."" | Bob: ""You don't wanna use the name Bob? Oh, I get it, go with something a little more old testament?"" | Johnny: ""Bob that's not it, no. See, there won't be a bagel shop. 'Cause I've looked into it, and it's not feasible. And there already is a bagel shop in Elmdale.""","Bob: ""But Ivan's about to hand in his notice down at the quarry, and uh... I gave you that check!"""
"Bob: ""You don't wanna use the name Bob? Oh, I get it, go with something a little more old testament?"" | Johnny: ""Bob that's not it, no. See, there won't be a bagel shop. 'Cause I've looked into it, and it's not feasible. And there already is a bagel shop in Elmdale."" | Bob: ""But Ivan's about to hand in his notice down at the quarry, and uh... I gave you that check!""","Johnny: ""Yes and of course I'm-I'm returning...this check to you."""
"Johnny: ""Bob that's not it, no. See, there won't be a bagel shop. 'Cause I've looked into it, and it's not feasible. And there already is a bagel shop in Elmdale."" | Bob: ""But Ivan's about to hand in his notice down at the quarry, and uh... I gave you that check!"" | Johnny: ""Yes and of course I'm-I'm returning...this check to you.""","Roland: ""Whoa, whoa, hold on a second. You took money from Bob? Why didn't you come to me?"""
"Bob: ""But Ivan's about to hand in his notice down at the quarry, and uh... I gave you that check!"" | Johnny: ""Yes and of course I'm-I'm returning...this check to you."" | Roland: ""Whoa, whoa, hold on a second. You took money from Bob? Why didn't you come to me?""","Johnny: ""You would've given me money?"""
"Johnny: ""Yes and of course I'm-I'm returning...this check to you."" | Roland: ""Whoa, whoa, hold on a second. You took money from Bob? Why didn't you come to me?"" | Johnny: ""You would've given me money?""","Roland: ""No, of course not, but as your partner..."""
"Roland: ""Whoa, whoa, hold on a second. You took money from Bob? Why didn't you come to me?"" | Johnny: ""You would've given me money?"" | Roland: ""No, of course not, but as your partner...""","Johnny: ""You're not a partner! Not my partner. Look Bob, I appreciate all the confidence you've shown in me. I really do, and I promise you this I will come up with a... better idea real soon."""
"Johnny: ""You would've given me money?"" | Roland: ""No, of course not, but as your partner..."" | Johnny: ""You're not a partner! Not my partner. Look Bob, I appreciate all the confidence you've shown in me. I really do, and I promise you this I will come up with a... better idea real soon.""","Bob: ""You know, next time uh... I should probably see a business plan so I don't invest so much in another uh, hollow scheme."""
"Roland: ""No, of course not, but as your partner..."" | Johnny: ""You're not a partner! Not my partner. Look Bob, I appreciate all the confidence you've shown in me. I really do, and I promise you this I will come up with a... better idea real soon."" | Bob: ""You know, next time uh... I should probably see a business plan so I don't invest so much in another uh, hollow scheme.""","Roland: ""Scoffs Yeah, me too."""
"Johnny: ""You're not a partner! Not my partner. Look Bob, I appreciate all the confidence you've shown in me. I really do, and I promise you this I will come up with a... better idea real soon."" | Bob: ""You know, next time uh... I should probably see a business plan so I don't invest so much in another uh, hollow scheme."" | Roland: ""Scoffs Yeah, me too.""","Johnny: ""You didnt invest!"""
"Bob: ""You know, next time uh... I should probably see a business plan so I don't invest so much in another uh, hollow scheme."" | Roland: ""Scoffs Yeah, me too."" | Johnny: ""You didnt invest!""","Roland: ""Yes, and whose fault is that?"""
"Twyla: ""Let me get the champagne. You guys are gonna love it, it's the same one we use to celebrate my mom's divorces.""","Stevie: ""So how long before I can return this?"""
"Twyla: ""Let me get the champagne. You guys are gonna love it, it's the same one we use to celebrate my mom's divorces."" | Stevie: ""So how long before I can return this?""","David: ""Oh, it's exchange or store credit only."""
"Twyla: ""Let me get the champagne. You guys are gonna love it, it's the same one we use to celebrate my mom's divorces."" | Stevie: ""So how long before I can return this?"" | David: ""Oh, it's exchange or store credit only.""","Stevie: ""Thats funny"""
"Stevie: ""So how long before I can return this?"" | David: ""Oh, it's exchange or store credit only."" | Stevie: ""Thats funny""","David: ""I am not joking"""
"David: ""Oh, it's exchange or store credit only."" | Stevie: ""Thats funny"" | David: ""I am not joking""","Stevie: ""Well, I guess you're buying drinks tonight."""
"Stevie: ""Thats funny"" | David: ""I am not joking"" | Stevie: ""Well, I guess you're buying drinks tonight.""","David: ""I can do that, that's fair."""
"David: ""I am not joking"" | Stevie: ""Well, I guess you're buying drinks tonight."" | David: ""I can do that, that's fair.""","Stevie: ""and dinner And if I feel like dessert..."""
"Stevie: ""Well, I guess you're buying drinks tonight."" | David: ""I can do that, that's fair."" | Stevie: ""and dinner And if I feel like dessert...""","David: ""It's a 12 dollar negligee on a 2-for-1 promotion so..."""
"David: ""I can do that, that's fair."" | Stevie: ""and dinner And if I feel like dessert..."" | David: ""It's a 12 dollar negligee on a 2-for-1 promotion so...""","Twyla: ""Okay, I'll just drop a little raisin in here to release the bubbles."""
"Stevie: ""and dinner And if I feel like dessert..."" | David: ""It's a 12 dollar negligee on a 2-for-1 promotion so..."" | Twyla: ""Okay, I'll just drop a little raisin in here to release the bubbles.""","David: ""Blechhh! That's no necessary!"""
"David: ""It's a 12 dollar negligee on a 2-for-1 promotion so..."" | Twyla: ""Okay, I'll just drop a little raisin in here to release the bubbles."" | David: ""Blechhh! That's no necessary!""","Stevie: ""To your first job."""
"Twyla: ""Okay, I'll just drop a little raisin in here to release the bubbles."" | David: ""Blechhh! That's no necessary!"" | Stevie: ""To your first job.""","David: ""Ooh, my first job was actually a gap kids campaign when I was six."""
"David: ""Blechhh! That's no necessary!"" | Stevie: ""To your first job."" | David: ""Ooh, my first job was actually a gap kids campaign when I was six.""","Stevie: ""To your first job!"""
"Alexis: ""I am so tired Tell me a story.""","Moira: ""How about a song?"""
"Alexis: ""I am so tired Tell me a story."" | Moira: ""How about a song?""","Alexis: ""No"""
"Alexis: ""I am so tired Tell me a story."" | Moira: ""How about a song?"" | Alexis: ""No""","Moira: ""A story it is. There once was a radiant young actress, who dreamed of having two sons. The second of which would be named Alex."""
"Moira: ""How about a song?"" | Alexis: ""No"" | Moira: ""A story it is. There once was a radiant young actress, who dreamed of having two sons. The second of which would be named Alex.""","Alexis: ""I don't like this story."""
"Alexis: ""No"" | Moira: ""A story it is. There once was a radiant young actress, who dreamed of having two sons. The second of which would be named Alex."" | Alexis: ""I don't like this story.""","Moira: ""Now it seems the vivacious daytime Emmy nominee was surprised by how taken she was with this unanticipated daughter. Mostly because she didn't cry as much as the unmannerly son, but also because she was adventurous, carefree, so beautiful. Just like her mother. Alexis, you're on my arm. Alexis, seriously. I can't feel it! Go to sleep, dear."""
"Moira: ""Look at the state of this place, it's like we're in a Mumbai-an slum. A year ago we had a staff of twenty-five working the grounds of our home, and now we walk by a mattress on the side of the road, without thinking twice about it.""","Johnny: ""Well, the good news is that mattress is covering up the cracked toilet seat."""
"Moira: ""Look at the state of this place, it's like we're in a Mumbai-an slum. A year ago we had a staff of twenty-five working the grounds of our home, and now we walk by a mattress on the side of the road, without thinking twice about it."" | Johnny: ""Well, the good news is that mattress is covering up the cracked toilet seat.""","Moira: ""John, do you remember what Goldie Hawn told us at that Amfar dinner? ""You are the life you accept for yourself."" Those are Goldie's words. Or something someone said to her in India. Or perhaps she read it. In any case, it has always stayed with me. John, I will not accept this life. And neither should you! I mean, would it kll someone to plant a few peonies?!"""
"Moira: ""Look at the state of this place, it's like we're in a Mumbai-an slum. A year ago we had a staff of twenty-five working the grounds of our home, and now we walk by a mattress on the side of the road, without thinking twice about it."" | Johnny: ""Well, the good news is that mattress is covering up the cracked toilet seat."" | Moira: ""John, do you remember what Goldie Hawn told us at that Amfar dinner? ""You are the life you accept for yourself."" Those are Goldie's words. Or something someone said to her in India. Or perhaps she read it. In any case, it has always stayed with me. John, I will not accept this life. And neither should you! I mean, would it kll someone to plant a few peonies?!""","Johnny: ""I have a feeling if you want peonies, Moira, you're gonna have to plant them yourself."""
"Johnny: ""Well, the good news is that mattress is covering up the cracked toilet seat."" | Moira: ""John, do you remember what Goldie Hawn told us at that Amfar dinner? ""You are the life you accept for yourself."" Those are Goldie's words. Or something someone said to her in India. Or perhaps she read it. In any case, it has always stayed with me. John, I will not accept this life. And neither should you! I mean, would it kll someone to plant a few peonies?!"" | Johnny: ""I have a feeling if you want peonies, Moira, you're gonna have to plant them yourself.""","Moira: ""These are dark times John, but not that dark."""
"Alexis: ""I love how we can just be silent with each other. I mean, I definitely feel like we used to talk more at the beginning, but um, it's good that we don't have to do that anymore. Because now we can just express how we feel through silence. what?""","Mutt: ""It's just, you're talking about how nice it is not to talk, but you're still, talking about it."""
"Alexis: ""I love how we can just be silent with each other. I mean, I definitely feel like we used to talk more at the beginning, but um, it's good that we don't have to do that anymore. Because now we can just express how we feel through silence. what?"" | Mutt: ""It's just, you're talking about how nice it is not to talk, but you're still, talking about it.""","Alexis: ""I mean, yeah, I'm not a mute!"""
"Alexis: ""I love how we can just be silent with each other. I mean, I definitely feel like we used to talk more at the beginning, but um, it's good that we don't have to do that anymore. Because now we can just express how we feel through silence. what?"" | Mutt: ""It's just, you're talking about how nice it is not to talk, but you're still, talking about it."" | Alexis: ""I mean, yeah, I'm not a mute!""","Mutt: ""Well, that is an understatement."""
"Mutt: ""It's just, you're talking about how nice it is not to talk, but you're still, talking about it."" | Alexis: ""I mean, yeah, I'm not a mute!"" | Mutt: ""Well, that is an understatement.""","Alexis: ""Are we having some non-fight fight or something? Because all I'm saying is that it's nice to not talk, but apparently I'm not allowed to say that?!"""
"Alexis: ""I mean, yeah, I'm not a mute!"" | Mutt: ""Well, that is an understatement."" | Alexis: ""Are we having some non-fight fight or something? Because all I'm saying is that it's nice to not talk, but apparently I'm not allowed to say that?!""","Mutt: ""It's not a fight. All I am saying is that you know, you need to talk about everything, and I... don't."""
"Mutt: ""Well, that is an understatement."" | Alexis: ""Are we having some non-fight fight or something? Because all I'm saying is that it's nice to not talk, but apparently I'm not allowed to say that?!"" | Mutt: ""It's not a fight. All I am saying is that you know, you need to talk about everything, and I... don't.""","Alexis: ""I don't need to talk about everything, I'm just saying that, if I stopped talking, then who knows when we're gonna start talking again."""
"Wendy: ""Are those my mannequins?""","David: ""Yeah"""
